monitor_rand-2000-500 2000 500 20744 0.93 0.95 39.2890625 None
monitor_rand-1000-20000 1000 20000 10682 0.76 0.96 476.19921875 None
monitor_rand-1500-10000 1500 10000 16573 0.93 1.05 362.73828125 None
monitor_rand-2000-10000 2000 10000 23379 1.98 2.13 483.3203125 None
monitor_rand-2500-500 2500 500 27398 2.03 2.09 44.69140625 None
monitor_rand-500-5000 500 5000 4588 0.08 0.11 65.15625 None
monitor_rand-1500-20000 1500 20000 16067 0.95 1.2 705.26953125 None
monitor_rand-2000-5000 2000 5000 22617 1.71 1.85 253.17578125 None
monitor_rand-1500-15000 1500 15000 17554 1.63 1.88 528.765625 None
monitor_rand-2000-15000 2000 15000 24871 2.28 2.51 708.48046875 None
monitor_rand-3000-5000 3000 5000 33014 3.3 3.43 375.86328125 None
monitor_rand-2500-5000 2500 5000 27917 2.56 2.7 313.4296875 None
monitor_rand-2500-15000 2500 15000 27722 2.44 2.73 882.4453125 None
monitor_rand-500-500 500 500 5306 0.04 0.04 11.1640625 None
monitor_rand-2500-10000 2500 10000 25743 2.67 2.88 600.890625 None
monitor_rand-3000-10000 3000 10000 33253 3.4 3.73 720.37890625 None
monitor_rand-2000-20000 2000 20000 21708 2.72 3.13 936.7421875 None
monitor_rand-3000-500 3000 500 35836 3.27 3.31 63.2265625 None
monitor_rand-2500-20000 2500 20000 27718 3.83 4.33 1168.45703125 None
monitor_rand-3000-15000 3000 15000 36023 4.27 4.66 1061.50390625 None
monitor_rand-3000-20000 3000 20000 36732 4.72 5.2 1407.4765625 None
monitor_rand-500-20000 500 20000 5280 0.27 0.39 231.11328125 None
monitor_rand-1000-500 1000 500 10228 0.2 0.21 19.37890625 None
monitor_rand-500-15000 500 15000 5008 0.15 0.24 174.80859375 None
monitor_rand-1000-5000 1000 5000 9779 0.38 0.42 127.0234375 None
monitor_rand-1500-500 1500 500 15773 0.7 0.73 27.43359375 None
monitor_rand-1000-20000 1000 20000 10144 0.49 0.63 470.421875 None
monitor_rand-1000-10000 1000 10000 10772 0.63 0.74 244.64453125 None
monitor_rand-1500-5000 1500 5000 16488 0.73 0.82 189.84765625 None
monitor_rand-500-5000 500 5000 5516 0.16 0.19 65.8984375 None
monitor_rand-1000-15000 1000 15000 10700 0.7 0.89 356.859375 None
monitor_rand-2000-15000 2000 15000 21067 1.8 2.09 709.13671875 None
monitor_rand-2000-500 2000 500 24038 1.1 1.11 39.25 None
monitor_rand-1500-15000 1500 15000 15835 0.93 1.14 530.69140625 None
monitor_rand-2500-20000 2500 20000 27029 3.19 3.67 1166.9296875 None
monitor_rand-1500-10000 1500 10000 16235 1.07 1.18 362.45703125 None
monitor_rand-3000-10000 3000 10000 31747 3.8 4.09 719.37109375 None
monitor_rand-3000-15000 3000 15000 33380 3.65 4.04 1060.44140625 None
monitor_rand-2000-5000 2000 5000 22540 1.42 1.53 252.7421875 None
monitor_rand-500-10000 500 10000 5112 0.13 0.16 124.15625 None
monitor_rand-1500-20000 1500 20000 16183 0.99 1.22 699.63671875 None
monitor_rand-2000-10000 2000 10000 21375 1.37 1.56 483.328125 None
monitor_rand-2500-500 2500 500 25342 1.76 1.79 45.6953125 None
monitor_rand-1000-10000 1000 10000 11057 0.31 0.38 242.96875 None
monitor_rand-500-20000 500 20000 4983 0.3 0.41 231.10546875 None
monitor_rand-1000-5000 1000 5000 10631 0.22 0.27 127.51171875 None
monitor_rand-1000-500 1000 500 10466 0.19 0.21 19.3125 None
monitor_rand-500-15000 500 15000 5070 0.15 0.21 178.22265625 None
monitor_rand-1500-5000 1500 5000 16407 0.51 0.55 190.5390625 None
monitor_rand-1500-500 1500 500 16181 0.61 0.62 27.9765625 None
monitor_rand-1000-20000 1000 20000 12721 0.86 1.05 469.984375 None
monitor_rand-2000-5000 2000 5000 21266 1.03 1.12 251.2421875 None
monitor_rand-500-10000 500 10000 5441 0.16 0.21 125.0859375 None
monitor_rand-1000-15000 1000 15000 10403 0.9 1.1 353.28515625 None
monitor_rand-1500-10000 1500 10000 15680 1.2 1.34 362.0546875 None
monitor_rand-2000-500 2000 500 22512 1.36 1.39 38.21484375 None
monitor_rand-2000-10000 2000 10000 21867 1.33 1.48 483.19921875 None
monitor_rand-1500-15000 1500 15000 15056 1.32 1.53 528.859375 None
monitor_rand-2500-500 2500 500 28049 1.54 1.59 46.19921875 None
monitor_rand-500-5000 500 5000 5570 0.08 0.1 65.6484375 None
monitor_rand-1500-20000 1500 20000 16579 1.92 2.22 697.54296875 None
monitor_rand-2500-5000 2500 5000 27596 2.43 2.57 314.42578125 None
monitor_rand-500-20000 500 20000 4656 0.31 0.42 234.33203125 None
monitor_rand-500-10000 500 10000 5204 0.22 0.29 124.90625 None
monitor_rand-500-15000 500 15000 5209 0.18 0.24 178.7890625 None
monitor_rand-1000-10000 1000 10000 10884 0.57 0.67 245.0 None
monitor_rand-1000-500 1000 500 11194 0.25 0.25 20.6015625 None
monitor_rand-1000-15000 1000 15000 10139 0.34 0.47 354.96484375 None
monitor_rand-1000-20000 1000 20000 11554 1.06 1.29 471.8515625 None
monitor_rand-1500-500 1500 500 18967 1.63 1.66 34.90234375 None
monitor_rand-1000-5000 1000 5000 11437 0.8 0.88 127.5078125 None
monitor_rand-1500-5000 1500 5000 16465 1.57 1.69 190.50390625 None
monitor_rand-1500-15000 1500 15000 15935 1.98 2.23 531.55078125 None
monitor_rand-1500-10000 1500 10000 15117 2.18 2.38 361.984375 None
monitor_rand-2000-500 2000 500 21086 2.35 2.39 37.515625 None
monitor_rand-2000-10000 2000 10000 21545 2.34 2.54 482.1640625 None
monitor_rand-2500-5000 2500 5000 29456 2.5 2.65 313.26953125 None
monitor_rand-2000-15000 2000 15000 23302 2.53 2.91 709.05859375 None
monitor_rand-2000-20000 2000 20000 22131 2.54 3.06 934.828125 None
monitor_rand-500-5000 500 5000 4982 0.11 0.13 65.30859375 None
monitor_rand-1500-20000 1500 20000 15760 2.25 2.58 698.53515625 None
monitor_rand-2500-500 2500 500 28334 3.03 3.06 45.07421875 None
monitor_rand-2000-5000 2000 5000 21023 2.94 3.06 253.203125 None
monitor_rand-3000-500 3000 500 33964 3.52 3.58 61.75390625 None
monitor_rand-500-500 500 500 5756 0.04 0.05 10.99609375 None
monitor_rand-2500-10000 2500 10000 29312 3.32 3.62 601.94921875 None
monitor_rand-3000-5000 3000 5000 33427 4.0 4.2 375.42578125 None
monitor_rand-2500-20000 2500 20000 26498 3.78 4.27 1167.38671875 None
monitor_rand-2500-15000 2500 15000 28724 4.04 4.57 885.03125 None
monitor_rand-1500-500 1500 500 14832 0.69 0.71 27.2734375 None
monitor_rand-1000-5000 1000 5000 12095 0.41 0.45 128.86328125 None
monitor_rand-500-20000 500 20000 5319 0.55 0.71 233.87109375 None
monitor_rand-1000-10000 1000 10000 10654 0.65 0.74 244.1015625 None
monitor_rand-500-10000 500 10000 5528 0.15 0.19 125.453125 None
monitor_rand-500-15000 500 15000 5372 0.4 0.54 178.42578125 None
monitor_rand-1000-500 1000 500 10564 0.17 0.18 19.53515625 None
monitor_rand-1000-15000 1000 15000 10338 0.59 0.71 355.4296875 None
monitor_rand-1500-5000 1500 5000 16042 1.09 1.18 188.578125 None
monitor_rand-1500-10000 1500 10000 15649 1.1 1.27 362.56640625 None
monitor_rand-1000-20000 1000 20000 10351 1.16 1.41 464.13671875 None
monitor_rand-1500-15000 1500 15000 15564 1.4 1.62 528.8125 None
monitor_rand-2000-500 2000 500 20191 1.59 1.63 37.21875 None
monitor_rand-2000-15000 2000 15000 20708 1.4 1.63 707.37109375 None
monitor_rand-500-5000 500 5000 5144 0.08 0.11 65.58203125 None
monitor_rand-1500-20000 1500 20000 16743 1.38 1.64 706.1171875 None
monitor_rand-2000-10000 2000 10000 21444 1.95 2.14 483.00390625 None
monitor_rand-2000-5000 2000 5000 21619 2.25 2.38 252.1640625 None
monitor_rand-2000-20000 2000 20000 23627 1.9 2.21 938.671875 None
monitor_rand-2500-500 2500 500 28625 2.36 2.39 45.5234375 None
monitor_rand-2500-20000 2500 20000 27672 3.54 4.01 1169.19921875 None
monitor_rand-2500-15000 2500 15000 26941 2.41 2.68 884.1328125 None
monitor_rand-3000-500 3000 500 32446 3.97 4.02 53.0703125 None
monitor_rand-3000-5000 3000 5000 33139 3.0 3.13 377.8046875 None
monitor_rand-3000-10000 3000 10000 35786 4.69 4.95 720.5 None
monitor_rand-500-500 500 500 4638 0.08 0.08 10.96484375 None
monitor_rand-2500-10000 2500 10000 28151 3.01 3.24 601.9609375 None
monitor_rand-2500-5000 2500 5000 26232 3.37 3.52 312.515625 None
monitor_rand-3000-15000 3000 15000 33488 4.8 5.24 1059.953125 None
monitor_rand-3000-20000 3000 20000 34061 5.01 5.55 1402.8046875 None
